  1	890		58.94	<.0001	0.84223914
  2	611		47.04	<.0001	0.73260678
  3	812		22.56	<.0001	0.68350038
  4	396		20.23	<.0001	0.64209660
  5	 43		13.17	<.0001	0.61620524
  6	744		11.60	<.0001	0.59417766
  7	847		10.31	<.0001	0.57520166
  8	642		9.55	<.0001	0.55812802
  9	200		9.47	<.0001	0.54168353
 10	754		7.71	<.0001	0.52860694
 11	171		7.62	<.0001	0.51598573
 12	112		7.31	<.0001	0.50412827
 13	 92		7.28	<.0001	0.49258814
 14		611	1.77	0.1510	0.49539703
 15	465		7.48	<.0001	0.48375608
 16	545		7.01	0.0001	0.47306539
 17	863		6.22	0.0004	0.46376551
 18	454		5.64	0.0008	0.45547007
 19	532		5.05	0.0018	0.44815994
 20	500		5.08	0.0017	0.44091340
 21	 99		4.61	0.0033	0.43443120
 22	324		4.82	0.0025	0.42774503
 23	103		5.14	0.0016	0.42072733
 24	501		4.80	0.0025	0.41426308
 25	110		4.71	0.0029	0.40801189
 26	632		4.58	0.0034	0.40201299
 27	578		5.19	0.0015	0.39532514
 28	172		3.96	0.0081	0.39028573
 29	 24		4.44	0.0042	0.38470138
 30	381		3.58	0.0137	0.38025353
 31	633		3.55	0.0141	0.37588024
 32	588		3.56	0.0140	0.37154643
 33	876		3.80	0.0101	0.36697069
 34		890	1.60	0.1872	0.36890092
 35	409		3.42	0.0170	0.36481034
 36	410		3.55	0.0142	0.36060556
 37	297		3.10	0.0260	0.35696218
 38	258		3.47	0.0159	0.35293416
 39	648		3.48	0.0155	0.34892863
 40	348		3.39	0.0176	0.34506802
 41	535		3.22	0.0220	0.34143041
 42	844		4.05	0.0071	0.33691890
 43	711		3.30	0.0199	0.33327971
 44	689		3.42	0.0169	0.32954563
 45	964		3.45	0.0163	0.32581952
 46	889		3.50	0.0151	0.32207073
 47	576		3.68	0.0118	0.31817444
 48	408		3.60	0.0132	0.31440388
 49	511		4.05	0.0071	0.31021779
 50	920		3.43	0.0166	0.30670308
 51	763		3.67	0.0119	0.30298434
 52	417		3.24	0.0215	0.29973535
 53	688		3.39	0.0175	0.29636899
 54	685		3.32	0.0195	0.29311183
 55		578	1.60	0.1888	0.29467977
 56	526		3.54	0.0143	0.29122106
 57	371		3.42	0.0169	0.28791859
 58	614		3.33	0.0190	0.28473082
 59	 34		2.78	0.0403	0.28209724
 60	979		3.03	0.0287	0.27925001
 61	862		3.61	0.0130	0.27589111
 62	367		2.88	0.0349	0.27323282
 63	115		2.63	0.0488	0.27082324
 64	 83		2.57	0.0528	0.26848636
 65	611		2.46	0.0612	0.26626538
