  1	869		51.27	<.0001	0.85833543
  2	611		43.18	<.0001	0.75349766
  3	642		24.46	<.0001	0.69839013
  4	632		16.24	<.0001	0.66358789
  5	154		13.50	<.0001	0.63583377
  6	396		14.27	<.0001	0.60777189
  7	432		11.40	<.0001	0.58611735
  8	797		8.86	<.0001	0.56973805
  9	744		8.03	<.0001	0.55525439
 10	847		7.50	<.0001	0.54203431
 11	133		5.94	0.0005	0.53175880
 12	352		5.51	0.0009	0.52238929
 13	989		5.61	0.0008	0.51300629
 14	 43		5.22	0.0014	0.50441805
 15	215		5.19	0.0015	0.49601172
 16	 24		5.84	0.0006	0.48670684
 17	319		5.30	0.0013	0.47840329
 18	639		5.20	0.0015	0.47038600
 19	903		5.29	0.0013	0.46236259
 20	707		5.35	0.0012	0.45437818
 21	689		4.94	0.0021	0.44710969
 22	782		4.63	0.0032	0.44039003
 23	942		4.95	0.0020	0.43331368
 24	630		5.06	0.0018	0.42620210
 25	152		5.07	0.0017	0.41917941
 26	507		4.71	0.0028	0.41274275
 27	381		4.27	0.0053	0.40699119
 28	922		4.24	0.0055	0.40135252
 29	310		4.09	0.0068	0.39598147
 30	 69		4.12	0.0064	0.39062913
 31	463		3.65	0.0124	0.38594562
 32	171		3.46	0.0160	0.38155356
 33	479		4.13	0.0064	0.37637192
 34	799		3.91	0.0087	0.37152593
 35	928		3.79	0.0102	0.36688608
 36	678		3.82	0.0098	0.36226275
 37	 80		3.69	0.0117	0.35784270
 38	685		3.45	0.0162	0.35374916
 39	819		3.66	0.0121	0.34945535
 40	465		3.63	0.0127	0.34524455
 41	768		3.32	0.0192	0.34142678
 42	743		3.24	0.0214	0.33773719
 43	204		3.33	0.0191	0.33398985
 44		432	1.69	0.1670	0.33589564
 45	649		3.41	0.0172	0.33208136
 46	212		3.02	0.0291	0.32873248
 47	493		3.67	0.0120	0.32470276
 48	850		3.25	0.0211	0.32116731
 49	554		3.53	0.0145	0.31737445
 50	131		3.31	0.0196	0.31385372
 51	111		3.87	0.0092	0.30978881
 52	322		3.57	0.0137	0.30607399
 53	842		3.46	0.0160	0.30251176
 54	125		2.99	0.0301	0.29945944
 55	835		3.06	0.0274	0.29636365
 56	735		3.28	0.0204	0.29308254
 57	254		3.31	0.0196	0.28980600
 58	400		3.37	0.0180	0.28650144
 59	464		3.03	0.0288	0.28356140
 60	561		2.78	0.0399	0.28088055
 61	891		2.82	0.0381	0.27818972
 62	865		3.12	0.0254	0.27523840
 63	754		3.06	0.0276	0.27237396
 64	979		2.71	0.0438	0.26985056
 65		642	1.28	0.2788	0.27104349
 66	367		2.84	0.0370	0.26841822
 67	508		3.14	0.0247	0.26554184
 68		133	1.70	0.1651	0.26710015
 69	568		2.98	0.0307	0.26438472
 70	176		2.91	0.0339	0.26175950
 71	200		3.57	0.0138	0.25857180
 72	210		3.04	0.0283	0.25587978
 73	945		3.23	0.0218	0.25304512
 74	972		2.95	0.0320	0.25048440
 75	791		2.90	0.0344	0.24799133
 76	805		2.62	0.0496	0.24575194
 77	113		2.64	0.0485	0.24351615
 78	362		2.68	0.0456	0.24126005
 79	269		2.88	0.0350	0.23885865
 80	189		2.67	0.0464	0.23665064
 81	179		2.60	0.0510	0.23451820
 82	163		2.78	0.0401	0.23225771
 83	236		2.67	0.0467	0.23010676
 84	277		2.88	0.0352	0.22780716
 85	115		2.64	0.0487	0.22571739
 86	648		2.64	0.0484	0.22364134
 87	423		2.75	0.0419	0.22149819
 88	191		2.68	0.0458	0.21942415
 89	257		2.91	0.0336	0.21719108
 90		396	1.68	0.1689	0.21848185
 91	488		2.84	0.0372	0.21631649
 92	240		2.84	0.0368	0.21416459
 93	445		3.22	0.0223	0.21175436
 94	 54		2.89	0.0346	0.20960856
 95	628		3.21	0.0224	0.20724759
 96	663		3.35	0.0187	0.20481449
 97		381	1.72	0.1613	0.20606526
 98	673		3.08	0.0267	0.20383356
 99	894		3.14	0.0247	0.20158335
100	458		3.29	0.0201	0.19924828
101	965		3.61	0.0131	0.19671858
102	391		2.83	0.0373	0.19474933
103	691		3.03	0.0286	0.19266329
104	711		2.95	0.0318	0.19064932
105		805	1.64	0.1786	0.19176740
106		791	1.73	0.1591	0.19295298
107	551		3.05	0.0279	0.19087283
108	440		2.92	0.0334	0.18890198
109	694		2.85	0.0364	0.18699251
110	151		2.83	0.0374	0.18511350
111	 28		2.65	0.0476	0.18336823
112	 21		2.96	0.0314	0.18143629
113	920		2.66	0.0474	0.17971984
114		819	1.60	0.1882	0.18075353
115	408		2.67	0.0468	0.17903698
116	401		2.78	0.0399	0.17725965
117	150		2.95	0.0321	0.17539614
118		163	1.73	0.1583	0.17649337
119	921		2.74	0.0423	0.17476660
120	781		2.50	0.0584	0.17320400
121	 95		2.56	0.0540	0.17161774
122	338		2.81	0.0386	0.16989072
123	927		2.74	0.0425	0.16822208
124	886		2.91	0.0339	0.16646775
125		922	1.49	0.2161	0.16736687
126		 43	1.66	0.1732	0.16837600
127	725		2.71	0.0442	0.16674013
128	740		2.78	0.0403	0.16507688
129	741		2.70	0.0445	0.16347173
130	791		2.62	0.0500	0.16193180
131	177		2.86	0.0361	0.16026397
132	913		2.81	0.0387	0.15863998
133		171	1.67	0.1726	0.15960400
134	278		2.92	0.0334	0.15792438
135	354		3.10	0.0260	0.15615601
136	109		2.73	0.0427	0.15461157
137	 49		2.56	0.0536	0.15317522
138	414		2.49	0.0594	0.15179277
139	333		2.66	0.0469	0.15032422
140	912		2.32	0.0738	0.14905305
141	851		2.53	0.0561	0.14768006
142	651		3.03	0.0287	0.14605129
143		835	1.41	0.2381	0.14681001
144	416		2.70	0.0445	0.14536396
145	931		2.52	0.0567	0.14402574
146	158		2.62	0.0500	0.14264905
147		493	1.70	0.1663	0.14354204
148	610		3.04	0.0284	0.14195052
149	513		2.36	0.0701	0.14072312
150	676		2.26	0.0806	0.13955886
151		648	1.46	0.2237	0.14031323
152	712		2.34	0.0725	0.13911124
153		508	1.34	0.2595	0.13980172
154	194		2.32	0.0740	0.13861205
155	 77		2.50	0.0580	0.13733789
156	174		2.36	0.0703	0.13614703
157	327		2.66	0.0470	0.13481463
158	307		2.36	0.0699	0.13364026
159	297		2.40	0.0667	0.13245735
160	454		2.87	0.0357	0.13105620
161		179	1.69	0.1672	0.13188256
162	 10		2.35	0.0710	0.13073703
163	382		2.43	0.0644	0.12956452
164	827		2.29	0.0772	0.12846657
165	325		2.23	0.0839	0.12740610
166	455		2.13	0.0956	0.12640009
167	 91		2.19	0.0881	0.12537168
168	350		2.05	0.1054	0.12441375
169	 27		1.97	0.1163	0.12349699
170	684		1.95	0.1201	0.12259731
171		325	1.62	0.1836	0.12334414
172	832		2.05	0.1059	0.12240127
173	907		1.91	0.1258	0.12152467
174	348		2.09	0.0999	0.12057311
175	729		2.01	0.1107	0.11966317
176	489		1.99	0.1140	0.11876908
177		920	1.76	0.1535	0.11955940
178		768	1.44	0.2301	0.12020936
179		832	1.77	0.1505	0.12101428
180	806		2.38	0.0682	0.11993600
181		689	1.68	0.1696	0.12069681
182	723		2.14	0.0937	0.11972978
183	291		2.27	0.0795	0.11871348
184	697		2.05	0.1058	0.11780107
185		942	1.17	0.3188	0.11832410
186	170		2.01	0.1108	0.11743042
