  1	575		53.17	<.0001	0.85545782
  2	538		48.34	<.0001	0.74143726
  3	516		19.89	<.0001	0.69726958
  4	898		14.22	<.0001	0.66703281
  5	827		11.59	<.0001	0.64323249
  6	950		10.16	<.0001	0.62301504
  7	829		8.01	<.0001	0.60745323
  8	344		6.55	0.0002	0.59497965
  9	371		6.45	0.0003	0.58293501
 10	841		6.58	0.0002	0.57088560
 11	798		6.08	0.0004	0.55995301
 12	153		5.13	0.0016	0.55086056
 13	485		5.73	0.0007	0.54088408
 14	489		5.00	0.0019	0.53230192
 15	122		4.81	0.0025	0.52417440
 16	514		4.97	0.0020	0.51589476
 17	912		5.46	0.0010	0.50694302
 18	229		4.79	0.0026	0.49920990
 19	645		4.97	0.0020	0.49130465
 20	655		4.72	0.0028	0.48389329
 21	320		4.69	0.0029	0.47663490
 22	444		4.88	0.0023	0.46919630
 23	803		4.27	0.0053	0.46276918
 24	589		4.12	0.0065	0.45664462
 25	245		3.67	0.0120	0.45124302
 26	357		3.94	0.0083	0.44551300
 27	178		4.24	0.0055	0.43942973
 28	329		3.49	0.0154	0.43447574
 29		516	1.74	0.1575	0.43694656
 30	679		3.59	0.0134	0.43187729
 31	714		3.49	0.0154	0.42699979
 32	120		3.75	0.0108	0.42181601
 33	972		3.97	0.0080	0.41639411
 34	241		3.71	0.0114	0.41138547
 35	639		3.72	0.0112	0.40641097
 36	369		3.59	0.0135	0.40166744
 37	221		3.09	0.0265	0.39761907
 38	978		2.99	0.0303	0.39373752
 39		950	1.30	0.2745	0.39542147
 40	295		3.68	0.0119	0.39068064
 41	 65		3.30	0.0200	0.38647255
 42	425		2.98	0.0308	0.38270548
 43	495		2.97	0.0312	0.37898205
 44	559		3.03	0.0288	0.37521819
 45	941		3.02	0.0289	0.37149091
 46		841	1.42	0.2342	0.37324703
 47	264		3.15	0.0245	0.36939026
 48	169		3.38	0.0177	0.36528429
 49	 67		3.63	0.0127	0.36092747
 50	155		3.35	0.0185	0.35694500
 51		575	1.70	0.1661	0.35896188
 52	686		3.76	0.0107	0.35452884
 53		589	1.56	0.1964	0.35637572
 54	905		3.72	0.0113	0.35201967
 55	342		3.16	0.0239	0.34834712
 56	598		2.93	0.0329	0.34497687
 57	282		2.87	0.0353	0.34169504
 58	199		3.16	0.0241	0.33812280
 59	188		3.20	0.0229	0.33454212
 60	 93		2.78	0.0400	0.33145177
 61	742		2.77	0.0406	0.32839848
 62	141		2.75	0.0419	0.32539601
 63	834		2.59	0.0518	0.32258738
 64	736		2.79	0.0395	0.31958386
 65	730		2.98	0.0307	0.31640649
 66	735		2.50	0.0584	0.31376075
 67		798	1.61	0.1846	0.31546956
 68	717		2.62	0.0497	0.31270491
 69	754		2.57	0.0534	0.31001736
 70	713		3.48	0.0155	0.30640636
 71	731		2.75	0.0416	0.30357617
 72	967		2.70	0.0446	0.30082256
 73	561		2.96	0.0315	0.29783005
 74	706		2.55	0.0543	0.29526878
 75		941	1.55	0.2001	0.29682389
 76		898	1.70	0.1653	0.29853687
 77	617		2.77	0.0409	0.29576120
 78	 29		2.74	0.0423	0.29303396
 79	350		2.86	0.0360	0.29021011
 80		357	1.64	0.1794	0.29182530
 81	591		3.49	0.0154	0.28840245
 82	869		2.54	0.0554	0.28593101
 83	401		2.30	0.0757	0.28370418
 84	835		2.32	0.0738	0.28147424
 85	634		3.04	0.0285	0.27858503
 86		905	1.66	0.1734	0.28016814
 87	515		2.81	0.0384	0.27750129
 88		320	1.64	0.1783	0.27905755
 89	942		4.20	0.0058	0.27510609
 90	653		2.54	0.0552	0.27273554
 91	 42		2.54	0.0550	0.27038081
 92		425	1.73	0.1583	0.27198709
 93	819		2.75	0.0417	0.26944864
 94	395		2.52	0.0570	0.26714388
 95	753		2.75	0.0418	0.26464698
 96	980		2.53	0.0557	0.26236254
 97	 82		2.48	0.0595	0.26013916
 98	206		2.51	0.0577	0.25791112
 99	364		2.33	0.0729	0.25585469
100		 29	1.70	0.1645	0.25735857
101	143		2.83	0.0377	0.25487383
102	215		2.67	0.0462	0.25254266
103	200		2.56	0.0540	0.25033012
104		188	1.65	0.1768	0.25175602
105	524		2.76	0.0410	0.24937468
106	887		2.64	0.0486	0.24712046
107	 27		2.62	0.0495	0.24489517
108	478		2.55	0.0544	0.24274622
109	363		2.46	0.0612	0.24068721
110	 99		2.38	0.0685	0.23871401
111	468		2.45	0.0623	0.23669585
112	467		2.50	0.0582	0.23465085
113	652		2.35	0.0714	0.23274594
114	307		2.38	0.0681	0.23082503
115	348		2.63	0.0492	0.22872383
116		141	1.70	0.1665	0.23007958
117	799		2.51	0.0572	0.22807487
118	708		2.69	0.0452	0.22594654
119	 81		2.62	0.0496	0.22389025
