  1	735		55.19	<.0001	0.85078162
  2	611		39.44	<.0001	0.75593977
  3	812		24.47	<.0001	0.70128112
  4	642		18.07	<.0001	0.66307435
  5	204		12.37	<.0001	0.63789568
  6	200		12.17	<.0001	0.61401334
  7	847		11.55	<.0001	0.59214772
  8	754		10.31	<.0001	0.57322761
  9	632		7.64	<.0001	0.55951793
 10	744		7.61	<.0001	0.54617565
 11		812	1.38	0.2465	0.54859951
 12	154		6.73	0.0002	0.53700536
 13	396		6.59	0.0002	0.52587311
 14	903		5.88	0.0006	0.51611934
 15	822		6.93	0.0001	0.50485851
 16	 43		6.42	0.0003	0.49461969
 17	707		5.19	0.0015	0.48647287
 18	102		5.04	0.0018	0.47868689
 19	363		4.87	0.0023	0.47126497
 20	287		4.63	0.0032	0.46430222
 21	876		4.03	0.0073	0.45831417
 22	889		4.11	0.0066	0.45228919
 23	776		4.09	0.0068	0.44636673
 24	499		4.18	0.0059	0.44037987
 25	782		3.85	0.0094	0.43493478
 26	843		4.11	0.0065	0.42918618
 27	172		4.14	0.0063	0.42346387
 28	280		3.83	0.0097	0.41824148
 29	545		4.29	0.0051	0.41246176
 30	712		5.07	0.0017	0.40573430
 31	867		4.36	0.0046	0.40001774
 32	877		4.19	0.0059	0.39460124
 33	576		4.18	0.0060	0.38926658
 34	 80		3.84	0.0095	0.38441887
 35	119		3.25	0.0212	0.38035096
 36	292		3.26	0.0210	0.37631252
 37	421		3.37	0.0180	0.37217660
 38		611	1.71	0.1639	0.37427125
 39	 23		3.20	0.0229	0.37036794
 40	984		3.41	0.0171	0.36624733
 41	926		3.62	0.0128	0.36191665
 42	964		3.63	0.0126	0.35761808
 43	945		3.51	0.0149	0.35350938
 44	711		4.00	0.0077	0.34888840
 45	436		3.15	0.0244	0.34528118
 46	554		3.08	0.0267	0.34178187
 47	874		3.25	0.0214	0.33813157
 48	946		3.03	0.0288	0.33475879
 49	367		3.24	0.0215	0.33118116
 50	825		3.23	0.0218	0.32764839
 51	592		2.96	0.0314	0.32443724
 52	171		3.11	0.0257	0.32109575
 53	181		2.95	0.0320	0.31795808
 54	391		2.92	0.0330	0.31487167
 55	651		3.02	0.0291	0.31171442
 56	189		3.02	0.0290	0.30858146
 57	108		2.91	0.0337	0.30559165
 58	613		2.97	0.0311	0.30256745
 59	639		2.75	0.0415	0.29978488
 60		499	1.77	0.1520	0.30156995
 61	347		3.08	0.0266	0.29846667
 62	297		2.85	0.0364	0.29562203
 63		119	1.69	0.1674	0.29730880
 64	408		2.85	0.0366	0.29447949
 65	851		3.26	0.0209	0.29126842
 66	633		2.71	0.0443	0.28862707
 67	574		2.70	0.0444	0.28600852
 68	635		2.72	0.0435	0.28339563
 69	705		2.73	0.0426	0.28078950
 70		822	1.73	0.1596	0.28243645
 71	956		4.35	0.0047	0.27832632
