  1	890		52.23	<.0001	0.85763696
  2	574		43.53	<.0001	0.75331166
  3	697		23.30	<.0001	0.70127302
  4	744		17.91	<.0001	0.66338773
  5	819		15.56	<.0001	0.63200038
  6	200		11.20	<.0001	0.61016966
  7	396		11.75	<.0001	0.58807309
  8	432		8.44	<.0001	0.57259720
  9	 80		7.48	<.0001	0.55918833
 10	514		7.01	0.0001	0.54689113
 11	812		6.40	0.0003	0.53588266
 12	326		5.92	0.0005	0.52586965
 13	180		5.78	0.0006	0.51626649
 14	102		5.41	0.0011	0.50741323
 15	847		5.11	0.0016	0.49918897
 16	 61		5.72	0.0007	0.49013673
 17	648		4.76	0.0027	0.48270298
 18	903		4.40	0.0044	0.47592815
 19	312		4.78	0.0026	0.46867520
 20	214		4.77	0.0026	0.46153371
 21	865		4.77	0.0026	0.45448827
 22	445		4.63	0.0032	0.44775403
 23		432	1.46	0.2235	0.44988158
 24	984		4.47	0.0040	0.44344142
 25	 43		4.32	0.0049	0.43729341
 26	615		4.62	0.0032	0.43080610
 27	424		4.64	0.0031	0.42438210
 28	754		4.14	0.0063	0.41871956
 29	 69		3.89	0.0088	0.41346015
 30	172		3.79	0.0102	0.40839925
 31	654		4.50	0.0038	0.40246569
 32	553		3.73	0.0111	0.39760935
 33	825		4.38	0.0045	0.39196955
 34	352		3.78	0.0103	0.38715940
 35	189		3.49	0.0154	0.38276613
 36	461		3.74	0.0110	0.37811511
 37	793		4.12	0.0065	0.37304532
 38	628		4.19	0.0059	0.36795645
 39	712		4.24	0.0055	0.36287640
 40	977		3.48	0.0155	0.35874361
 41	493		3.86	0.0093	0.35422132
 42	868		3.99	0.0078	0.34960185
 43	855		3.65	0.0123	0.34541818
 44	543		3.92	0.0085	0.34097247
 45	561		3.64	0.0124	0.33688871
 46	897		3.48	0.0155	0.33302613
 47	711		4.26	0.0054	0.32836492
 48	 24		3.41	0.0171	0.32466887
 49		648	1.73	0.1591	0.32654387
 50	136		3.55	0.0141	0.32271785
 51	545		3.50	0.0151	0.31898748
 52	937		4.00	0.0076	0.31477458
 53	460		3.09	0.0264	0.31154951
